Site,Species,Seed_loss_percent,SeedSize_mg_log10
KL,PEPR,NA,-1.301029996
CW,PEPR,NA,-1.301029996
KL,GEVI,1,0.938519725
CN,LOTR,1,0.562292864
BN,LOTR,1,0.562292864
PE,ZIVE,1,0.139879086
DR,LUSE,1,1.32056168
DR,LUSE,1,1.32056168
DR,LUSE,1,1.32056168
DR,LUSE,1,1.32056168
DR,LUSE,1,1.32056168
DR,GEVI,1,0.938519725
DR,GEVI,1,0.938519725
BM,GEVI,1,0.938519725
BM,GEVI,1,0.938519725
BM,GEVI,1,0.938519725
BM,GEVI,1,0.938519725
CN,GEVI,1,0.938519725
CN,GEVI,1,0.938519725
CN,GEVI,1,0.938519725
DR,LUSE,0.967741935,1.32056168
CW,GEVI,0.96,0.938519725
DR,GEVI,0.96,0.938519725
BF,LOTR,0.948717949,0.562292864
NH,BASA,0.94,0.920645001
BF,GEVI,0.933333333,0.938519725
DR,ZIVE,0.933333333,0.139879086
BP,ZIVE,0.933333333,0.139879086
DR,GEVI,0.932,0.938519725
CN,GEVI,0.932,0.938519725
BN,GEVI,0.92,0.938519725
BU,GEVI,0.92,0.938519725
CN,GEVI,0.92,0.938519725
KL,GEVI,0.909090909,0.938519725
DR,LUSE,0.909090909,1.32056168
BF,GEVI,0.9,0.938519725
BF,GEVI,0.9,0.938519725
CN,GEVI,0.9,0.938519725
CN,GEVI,0.9,0.938519725
DR,LUSE,0.888888889,1.32056168
DR,LUSE,0.882352941,1.32056168
NH,BASA,0.870588235,0.920645001
BP,ZIVE,0.866666667,0.139879086
DR,LUSE,0.857142857,1.32056168
BN,LOTR,0.855072464,0.562292864
BF,GEVI,0.85,0.938519725
BU,GEVI,0.85,0.938519725
CN,GEVI,0.85,0.938519725
CW,LOTR,0.848101266,0.562292864
KL,ERUM,0.846153846,0.334453751
NH,BASA,0.843373494,0.920645001
DR,LUSE,0.842105263,1.32056168
DR,LUSE,0.837837838,1.32056168
KL,GEVI,0.833333333,0.938519725
CN,GEVI,0.832,0.938519725
DR,LUSE,0.823529412,1.32056168
DR,LUSE,0.821428571,1.32056168
CN,LOTR,0.818181818,0.562292864
CW,LOTR,0.802816901,0.562292864
BF,GEVI,0.8,0.938519725
BF,GEVI,0.8,0.938519725
BP,ZIVE,0.8,0.139879086
CN,ERUM,0.8,0.334453751
DR,GEVI,0.8,0.938519725
DR,GEVI,0.8,0.938519725
DR,GEVI,0.8,0.938519725
BU,GEVI,0.8,0.938519725
BM,GEVI,0.8,0.938519725
BM,GEVI,0.8,0.938519725
BM,GEVI,0.8,0.938519725
CN,GEVI,0.8,0.938519725
CN,GEVI,0.8,0.938519725
BN,HEVI,0.794117647,-0.236572006
DR,LUSE,0.793103448,1.32056168
BM,GEVI,0.782,0.938519725
NH,BASA,0.769230769,0.920645001
KL,GEVI,0.76,0.938519725
DR,GEVI,0.76,0.938519725
CN,GEVI,0.76,0.938519725
DR,LUSE,0.75862069,1.32056168
DR,GEVI,0.75,0.938519725
BU,GEVI,0.75,0.938519725
BU,GEVI,0.75,0.938519725
BM,GEVI,0.75,0.938519725
NH,BASA,0.746478873,0.920645001
BF,LOTR,0.739130435,0.562292864
NH,BASA,0.736842105,0.920645001
MS,BASA,0.733333333,0.920645001
BP,ZIVE,0.733333333,0.139879086
BP,ZIVE,0.733333333,0.139879086
DR,GEVI,0.732,0.938519725
DR,GEVI,0.732,0.938519725
BM,GEVI,0.732,0.938519725
BN,ERUM,0.731707317,0.334453751
DR,LUSE,0.731707317,1.32056168
BN,HEVI,0.72826087,-0.236572006
KL,GEVI,0.72,0.938519725
BN,GEVI,0.72,0.938519725
BN,GEVI,0.72,0.938519725
CW,GEVI,0.72,0.938519725
MS,BASA,0.716049383,0.920645001
DR,LUSE,0.714285714,1.32056168
NH,BASA,0.714285714,0.920645001
CW,LOTR,0.7,0.562292864
DR,GEVI,0.7,0.938519725
DR,GEVI,0.7,0.938519725
BU,GEVI,0.7,0.938519725
BM,GEVI,0.7,0.938519725
CN,LOTR,0.693333333,0.562292864
DR,LOTR,0.692307692,0.562292864
KL,GEVI,0.68,0.938519725
KL,GEVI,0.68,0.938519725
CN,GEVI,0.68,0.938519725
BN,GEVI,0.666666667,0.938519725
BN,GEVI,0.666666667,0.938519725
CN,LOTR,0.666666667,0.562292864
CN,ZIVE,0.666666667,0.139879086
BF,GEVI,0.65,0.938519725
BF,GEVI,0.65,0.938519725
BF,GEVI,0.65,0.938519725
DR,GEVI,0.65,0.938519725
DR,GEVI,0.65,0.938519725
BN,GEVI,0.64,0.938519725
CW,GEVI,0.64,0.938519725
CW,GEVI,0.64,0.938519725
NH,BASA,0.638888889,0.920645001
KL,ERUM,0.638888889,0.334453751
BF,LOTR,0.636363636,0.562292864
DR,LUSE,0.633333333,1.32056168
CW,LOTR,0.632653061,0.562292864
DR,GEVI,0.632,0.938519725
BN,LOTR,0.62962963,0.562292864
BF,LOTR,0.627906977,0.562292864
BN,GEVI,0.625,0.938519725
CW,LUSE,0.625,1.32056168
CN,LOTR,0.615384615,0.562292864
NH,BASA,0.610169492,0.920645001
KL,GEVI,0.608695652,0.938519725
BF,LOTR,0.601851852,0.562292864
BF,GEVI,0.6,0.938519725
BF,GEVI,0.6,0.938519725
KL,GEVI,0.6,0.938519725
KL,GEVI,0.6,0.938519725
BN,GEVI,0.6,0.938519725
BU,GEVI,0.6,0.938519725
BU,GEVI,0.6,0.938519725
BU,GEVI,0.6,0.938519725
BM,GEVI,0.6,0.938519725
BM,GEVI,0.6,0.938519725
BM,GEVI,0.6,0.938519725
BM,GEVI,0.6,0.938519725
BN,ERUM,0.594594595,0.334453751
CN,LOTR,0.592592593,0.562292864
BN,GEVI,0.583333333,0.938519725
CW,GEVI,0.583333333,0.938519725
DR,GEVI,0.582,0.938519725
NH,BASA,0.571428571,0.920645001
BF,LOTR,0.568965517,0.562292864
KL,GEVI,0.56,0.938519725
BN,GEVI,0.56,0.938519725
CW,GEVI,0.56,0.938519725
CW,GEVI,0.56,0.938519725
CW,GEVI,0.56,0.938519725
BF,ERUM,0.555555556,0.334453751
KL,ERUM,0.555555556,0.334453751
BN,ERUM,0.552631579,0.334453751
BN,LOTR,0.552631579,0.562292864
DR,LUSE,0.552631579,1.32056168
BN,LOTR,0.551020408,0.562292864
BF,GEVI,0.55,0.938519725
BF,GEVI,0.55,0.938519725
BF,GEVI,0.55,0.938519725
BF,GEVI,0.55,0.938519725
BF,GEVI,0.55,0.938519725
CN,LOTR,0.538461538,0.562292864
BF,LOTR,0.538461538,0.562292864
NH,BASA,0.537313433,0.920645001
BN,LUSE,0.535714286,1.32056168
NH,BASA,0.534883721,0.920645001
CW,LOTR,0.533333333,0.562292864
DR,GEVI,0.532,0.938519725
BU,GEVI,0.532,0.938519725
BU,GEVI,0.532,0.938519725
BM,GEVI,0.532,0.938519725
NH,BASA,0.525423729,0.920645001
BN,LOTR,0.525,0.562292864
BF,LOTR,0.521126761,0.562292864
BN,GEVI,0.52,0.938519725
CW,GEVI,0.52,0.938519725
BU,GEVI,0.52,0.938519725
CN,GEVI,0.52,0.938519725
DR,LUSE,0.518518519,1.32056168
DR,LUSE,0.516129032,1.32056168
CW,GETR,0.512820513,-0.113509275
DR,LOTR,0.511111111,0.562292864
CW,HEVI,0.505454545,-0.236572006
DR,LOTR,0.5,0.562292864
BF,GEVI,0.5,0.938519725
BF,GEVI,0.5,0.938519725
BN,GEVI,0.5,0.938519725
CW,GEVI,0.5,0.938519725
MG,BASA,0.5,0.920645001
KL,ERUM,0.5,0.334453751
KL,ERUM,0.5,0.334453751
CW,LOTR,0.5,0.562292864
NH,BASA,0.495145631,0.920645001
BF,LOTR,0.4875,0.562292864
CN,HEVI,0.485477178,-0.236572006
CW,LOTR,0.48427673,0.562292864
BN,GEVI,0.48,0.938519725
CN,LOTR,0.47826087,0.562292864
BN,GEVI,0.47826087,0.938519725
CW,LOTR,0.47826087,0.562292864
BM,LOTR,0.471428571,0.562292864
CW,LOTR,0.470588235,0.562292864
CW,HEVI,0.470238095,-0.236572006
NH,BASA,0.46969697,0.920645001
BF,LUSE,0.46875,1.32056168
BF,LOTR,0.466666667,0.562292864
DR,LUSE,0.466666667,1.32056168
MS,BASA,0.466666667,0.920645001
CW,LUSE,0.464285714,1.32056168
BF,LUSE,0.464285714,1.32056168
DR,GEVI,0.464,0.938519725
CN,LOTR,0.461538462,0.562292864
KL,HEVI,0.451388889,-0.236572006
CN,GEVI,0.45,0.938519725
CN,HEVI,0.449275362,-0.236572006
NH,BASA,0.444444444,0.920645001
KL,GEVI,0.44,0.938519725
DR,LUSE,0.435897436,1.32056168
CW,LOTR,0.434782609,0.562292864
BF,LOTR,0.431192661,0.562292864
BF,GEVI,0.428571429,0.938519725
BN,LOTR,0.428571429,0.562292864
KL,HEVI,0.425837321,-0.236572006
BF,LOTR,0.424242424,0.562292864
DR,LUSE,0.424242424,1.32056168
KL,ERUM,0.424242424,0.334453751
CW,LUSE,0.423076923,1.32056168
CW,LUSE,0.421052632,1.32056168
CW,LUSE,0.421052632,1.32056168
KL,GEVI,0.416666667,0.938519725
CW,GEVI,0.416666667,0.938519725
BM,HEVI,0.413844417,-0.236572006
BF,LOTR,0.41025641,0.562292864
CW,ERUM,0.41025641,0.334453751
BF,GEVI,0.4,0.938519725
KL,GEVI,0.4,0.938519725
CW,LUSE,0.4,1.32056168
MS,BASA,0.4,0.920645001
KL,ERUM,0.4,0.334453751
CN,ERUM,0.4,0.334453751
BM,GEVI,0.4,0.938519725
CN,GEVI,0.4,0.938519725
CN,GEVI,0.4,0.938519725
MS,BASA,0.397260274,0.920645001
BN,LUSE,0.395833333,1.32056168
DR,LUSE,0.392857143,1.32056168
KL,GEVI,0.391304348,0.938519725
KL,GEVI,0.391304348,0.938519725
BN,GEVI,0.391304348,0.938519725
MG,BASA,0.389830508,0.920645001
BF,ERUM,0.388888889,0.334453751
BF,LUSE,0.384615385,1.32056168
KL,ERUM,0.379310345,0.334453751
BN,HEVI,0.376106195,-0.236572006
BN,GEVI,0.375,0.938519725
MS,BASA,0.373626374,0.920645001
BN,GAAR,0.373333333,0.593286067
DR,GETR,0.37254902,-0.113509275
DR,LUSE,0.37037037,1.32056168
CW,LOTR,0.367346939,0.562292864
BN,GAAR,0.365079365,0.593286067
DR,LUSE,0.361111111,1.32056168
KL,ERUM,0.361111111,0.334453751
CW,GEVI,0.36,0.938519725
BN,LUSE,0.36,1.32056168
MS,BASA,0.358024691,0.920645001
BN,LOTR,0.35443038,0.562292864
BN,ERUM,0.354166667,0.334453751
MS,BASA,0.353846154,0.920645001
CN,LOTR,0.351851852,0.562292864
BF,LUSE,0.35,1.32056168
BU,GEVI,0.35,0.938519725
BN,LOTR,0.346153846,0.562292864
DR,LUSE,0.344827586,1.32056168
BN,LUSE,0.34375,1.32056168
CW,LUSE,0.342857143,1.32056168
BM,HEVI,0.340475514,-0.236572006
CW,HEVI,0.33968254,-0.236572006
CN,LOTR,0.339285714,0.562292864
BN,LOTR,0.337662338,0.562292864
BN,GEVI,0.333333333,0.938519725
BN,GEVI,0.333333333,0.938519725
CW,GEVI,0.333333333,0.938519725
BN,LOTR,0.333333333,0.562292864
CN,ERUM,0.333333333,0.334453751
BF,LOTR,0.327868852,0.562292864
BN,LOTR,0.323529412,0.562292864
KL,HEVI,0.32244898,-0.236572006
CW,GEVI,0.32,0.938519725
KL,GAAR,0.32,0.593286067
BN,ERUM,0.32,0.334453751
CW,ZIVE,0.32,0.139879086
DR,LUSE,0.318181818,1.32056168
KL,HEVI,0.317647059,-0.236572006
CW,LUSE,0.314285714,1.32056168
BF,ERUM,0.3125,0.334453751
DR,LOTR,0.309859155,0.562292864
BF,LOTR,0.30952381,0.562292864
BN,ERUM,0.30952381,0.334453751
CW,LUSE,0.307692308,1.32056168
CN,ZIVE,0.307692308,0.139879086
CN,HEVI,0.305749398,-0.236572006
MS,BASA,0.305084746,0.920645001
BN,ERUM,0.304347826,0.334453751
MG,BASA,0.302083333,0.920645001
CW,LUSE,0.3,1.32056168
BU,GEVI,0.3,0.938519725
CW,LOTR,0.29787234,0.562292864
DR,LUSE,0.297297297,1.32056168
BM,LOTR,0.296875,0.562292864
CN,LOTR,0.296511628,0.562292864
DR,LUSE,0.296296296,1.32056168
BF,ERUM,0.294117647,0.334453751
BM,LOTR,0.294117647,0.562292864
BN,HEVI,0.29296875,-0.236572006
BM,LOTR,0.292682927,0.562292864
CN,LOTR,0.292307692,0.562292864
BN,GEVI,0.291666667,0.938519725
KL,ERUM,0.285714286,0.334453751
BF,LOTR,0.284671533,0.562292864
CW,LOTR,0.283018868,0.562292864
CN,LOTR,0.28,0.562292864
CN,HEVI,0.278409091,-0.236572006
CN,LOTR,0.277777778,0.562292864
MS,BASA,0.274509804,0.920645001
CW,LUSE,0.272727273,1.32056168
CW,LUSE,0.272727273,1.32056168
BF,LUSE,0.272727273,1.32056168
KL,ERUM,0.272727273,0.334453751
BN,ERUM,0.272727273,0.334453751
BF,LOTR,0.271428571,0.562292864
BM,LOTR,0.27027027,0.562292864
CW,LUSE,0.269230769,1.32056168
CW,LOTR,0.268656716,0.562292864
CN,HEVI,0.266666667,-0.236572006
DR,LUSE,0.266666667,1.32056168
BN,ERUM,0.263157895,0.334453751
BN,LOTR,0.260869565,0.562292864
MG,BASA,0.258928571,0.920645001
DR,LUSE,0.258064516,1.32056168
BF,ERUM,0.258064516,0.334453751
NH,BASA,0.254901961,0.920645001
BF,LOTR,0.25,0.562292864
DR,LUSE,0.25,1.32056168
MG,BASA,0.25,0.920645001
BM,LOTR,0.25,0.562292864
CN,ERUM,0.25,0.334453751
BN,HEVI,0.248847926,-0.236572006
BM,GEVI,0.248,0.938519725
CN,LOTR,0.244897959,0.562292864
BN,ERUM,0.244897959,0.334453751
DR,LUSE,0.243243243,1.32056168
CN,ERUM,0.242424242,0.334453751
CW,GEVI,0.24,0.938519725
CW,GEVI,0.24,0.938519725
CW,ZIVE,0.24,0.139879086
BM,GEVI,0.24,0.938519725
DR,LOTR,0.239316239,0.562292864
CW,HEVI,0.239130435,-0.236572006
CN,HEVI,0.238888889,-0.236572006
CW,ERUM,0.238095238,0.334453751
CN,HEVI,0.237623762,-0.236572006
BN,LOTR,0.237037037,0.562292864
KL,ERUM,0.236842105,0.334453751
CN,HEVI,0.236041083,-0.236572006
NH,BASA,0.235294118,0.920645001
CN,HEVI,0.230876331,-0.236572006
CN,HEVI,0.230083557,-0.236572006
DR,LOTR,0.229166667,0.562292864
BF,LUSE,0.228571429,1.32056168
BN,ERUM,0.228571429,0.334453751
KL,GEVI,0.227272727,0.938519725
BF,LUSE,0.227272727,1.32056168
BN,LOTR,0.227272727,0.562292864
CN,LOTR,0.226666667,0.562292864
BF,ERUM,0.224489796,0.334453751
CW,HEVI,0.222580645,-0.236572006
CW,LUSE,0.222222222,1.32056168
KL,HEVI,0.21826087,-0.236572006
BM,HEVI,0.217857143,-0.236572006
CN,LOTR,0.216666667,0.562292864
CW,LOTR,0.214285714,0.562292864
CN,LOTR,0.213114754,0.562292864
CW,BASA,0.211111111,0.920645001
CW,HEVI,0.210970464,-0.236572006
BF,LUSE,0.210526316,1.32056168
BN,LUSE,0.208333333,1.32056168
DR,LUSE,0.208333333,1.32056168
CW,LOTR,0.206896552,0.562292864
DR,LOTR,0.206896552,0.562292864
KL,HEVI,0.206547044,-0.236572006
BF,LUSE,0.205882353,1.32056168
MS,BASA,0.205882353,0.920645001
CW,ERUM,0.205128205,0.334453751
CW,HEVI,0.205020921,-0.236572006
CN,LOTR,0.204081633,0.562292864
BU,HEVI,0.202829538,-0.236572006
KL,HEVI,0.201884921,-0.236572006
KL,GEVI,0.2,0.938519725
BN,GETR,0.2,-0.113509275
BF,ERUM,0.2,0.334453751
BF,ZIVE,0.2,0.139879086
CN,ZIVE,0.2,0.139879086
CN,ZIVE,0.2,0.139879086
CN,ZIVE,0.2,0.139879086
DR,ZIVE,0.2,0.139879086
BP,ZIVE,0.2,0.139879086
BP,ZIVE,0.2,0.139879086
BP,ZIVE,0.2,0.139879086
CN,HEVI,0.2,-0.236572006
BU,GEVI,0.2,0.938519725
BU,GEVI,0.2,0.938519725
KL,HEVI,0.199134199,-0.236572006
BN,LOTR,0.196969697,0.562292864
MS,BASA,0.196721311,0.920645001
CW,PEPR,0.195833333,-1.301029996
BM,HEVI,0.19375,-0.236572006
BN,HEVI,0.192771084,-0.236572006
CN,HEVI,0.190542791,-0.236572006
CW,LUSE,0.19047619,1.32056168
MS,BASA,0.19047619,0.920645001
BF,LUSE,0.189189189,1.32056168
BU,HEVI,0.1876951,-0.236572006
BN,LOTR,0.1875,0.562292864
CN,LOTR,0.183908046,0.562292864
BN,LUSE,0.183673469,1.32056168
CN,LOTR,0.181818182,0.562292864
BN,LUSE,0.181818182,1.32056168
MG,BASA,0.181818182,0.920645001
BN,HEVI,0.18125,-0.236572006
CN,LOTR,0.180722892,0.562292864
MS,BASA,0.180327869,0.920645001
CW,BASA,0.180327869,0.920645001
BN,HEVI,0.178181818,-0.236572006
BU,HEVI,0.177454545,-0.236572006
BF,ERUM,0.176470588,0.334453751
CW,LOTR,0.176470588,0.562292864
CN,LOTR,0.175,0.562292864
CW,GEVI,0.173913043,0.938519725
KL,GAAR,0.173913043,0.593286067
BN,ERUM,0.173913043,0.334453751
KL,HEVI,0.172839506,-0.236572006
DR,LUSE,0.172413793,1.32056168
BF,ERUM,0.172413793,0.334453751
CN,ERUM,0.171875,0.334453751
DR,LOTR,0.171428571,0.562292864
KL,HEVI,0.170731707,-0.236572006
BN,HEVI,0.170616114,-0.236572006
NH,BASA,0.170454545,0.920645001
CW,GEVI,0.166666667,0.938519725
CW,LOTR,0.163636364,0.562292864
CW,BASA,0.163636364,0.920645001
BM,HEVI,0.162962963,-0.236572006
CW,BASA,0.1625,0.920645001
BF,ERUM,0.162162162,0.334453751
CW,GEVI,0.16,0.938519725
MS,BASA,0.16,0.920645001
BF,ZIVE,0.16,0.139879086
CW,ZIVE,0.16,0.139879086
CW,LUSE,0.15625,1.32056168
CW,LUSE,0.15625,1.32056168
CW,BASA,0.155172414,0.920645001
BN,HEVI,0.154696133,-0.236572006
BN,HEVI,0.154589372,-0.236572006
BN,HEVI,0.154150198,-0.236572006
CW,ERUM,0.151515152,0.334453751
KL,HEVI,0.150442478,-0.236572006
KL,HEVI,0.150417827,-0.236572006
CW,HEVI,0.15,-0.236572006
KL,GEVI,0.15,0.938519725
BF,LUSE,0.15,1.32056168
CN,LOTR,0.15,0.562292864
BU,GEVI,0.15,0.938519725
CN,LOTR,0.14893617,0.562292864
CN,HEVI,0.148387097,-0.236572006
CN,HEVI,0.148351648,-0.236572006
CW,HEVI,0.148305085,-0.236572006
CW,LUSE,0.148148148,1.32056168
BF,POGL,0.148148148,-1
BN,ACMI,0.147540984,-1.045757491
CW,ERUM,0.145833333,0.334453751
CW,ERUM,0.145454545,0.334453751
DR,LOTR,0.144736842,0.562292864
CW,ERUM,0.144578313,0.334453751
CW,ERUM,0.144578313,0.334453751
MG,BASA,0.142857143,0.920645001
BM,HEVI,0.142727273,-0.236572006
CN,LOTR,0.141304348,0.562292864
BU,HEVI,0.139553753,-0.236572006
CW,BASA,0.139534884,0.920645001
CW,LOTR,0.139534884,0.562292864
KL,HEVI,0.139303483,-0.236572006
CW,LOTR,0.138888889,0.562292864
CW,LUSE,0.137931034,1.32056168
CW,LOTR,0.137614679,0.562292864
KL,HEVI,0.136507937,-0.236572006
CN,LOTR,0.136363636,0.562292864
BF,LUSE,0.136363636,1.32056168
KL,ERUM,0.136363636,0.334453751
CW,BASA,0.135416667,0.920645001
KL,HEVI,0.134969325,-0.236572006
CW,ZIVE,0.133333333,0.139879086
CN,LOTR,0.133333333,0.562292864
CN,ZIVE,0.133333333,0.139879086
CN,ZIVE,0.133333333,0.139879086
DR,ZIVE,0.133333333,0.139879086
DR,ZIVE,0.133333333,0.139879086
BM,HEVI,0.132615385,-0.236572006
BU,GEVI,0.132,0.938519725
KL,HEVI,0.131736527,-0.236572006
KL,HEVI,0.131613508,-0.236572006
CN,LOTR,0.131578947,0.562292864
BN,GETR,0.131147541,-0.113509275
CW,GEVI,0.130434783,0.938519725
KL,HEVI,0.130037572,-0.236572006
KL,ERUM,0.12962963,0.334453751
CW,ERUM,0.12962963,0.334453751
BN,LUSE,0.129032258,1.32056168
BM,HEVI,0.127919911,-0.236572006
CN,HEVI,0.127349229,-0.236572006
CW,ACMI,0.12704918,-1.045757491
MG,BASA,0.125,0.920645001
BU,HEVI,0.124137931,-0.236572006
CW,LOTR,0.12371134,0.562292864
CN,ERUM,0.12195122,0.334453751
BF,ZIVE,0.12,0.139879086
CN,HEVI,0.119402985,-0.236572006
BF,ERUM,0.117647059,0.334453751
BN,HEVI,0.117318436,-0.236572006
CN,HEVI,0.116883117,-0.236572006
BM,HEVI,0.116811594,-0.236572006
BU,HEVI,0.11541502,-0.236572006
BF,LUSE,0.114285714,1.32056168
MG,BASA,0.113924051,0.920645001
BN,POGL,0.111111111,-1
CN,HEVI,0.109090909,-0.236572006
CW,GETR,0.108108108,-0.113509275
CW,ERUM,0.108108108,0.334453751
CN,LOTR,0.107142857,0.562292864
CW,LUSE,0.107142857,1.32056168
KL,HEVI,0.105820106,-0.236572006
BN,HEVI,0.105769231,-0.236572006
BN,HEVI,0.105660377,-0.236572006
DR,LUSE,0.105263158,1.32056168
CW,BASA,0.105263158,0.920645001
BF,ERUM,0.105263158,0.334453751
CN,HEVI,0.104545455,-0.236572006
BF,PEPR,0.104166667,-1.301029996
BN,LUSE,0.1,1.32056168
KL,ERUM,0.1,0.334453751
KL,ERUM,0.1,0.334453751
CW,LOTR,0.09947644,0.562292864
CW,BASA,0.098360656,0.920645001
CW,ERUM,0.098214286,0.334453751
CW,LOTR,0.097560976,0.562292864
BF,LUSE,0.096774194,1.32056168
BM,LOTR,0.096,0.562292864
MG,BASA,0.095744681,0.920645001
BF,ERUM,0.095238095,0.334453751
KL,HEVI,0.094650206,-0.236572006
CW,ERUM,0.094339623,0.334453751
BN,ACMI,0.094262295,-1.045757491
CW,ZIVE,0.093333333,0.139879086
CN,ZIVE,0.093333333,0.139879086
DR,ZIVE,0.093333333,0.139879086
CW,LOTR,0.092307692,0.562292864
CW,GETR,0.090909091,-0.113509275
BF,ERUM,0.090909091,0.334453751
BN,ACMI,0.090163934,-1.045757491
BM,HEVI,0.088888889,-0.236572006
CW,LOTR,0.08852459,0.562292864
BF,ERUM,0.088235294,0.334453751
DR,LOTR,0.087912088,0.562292864
MS,BASA,0.086956522,0.920645001
CW,HEVI,0.086330935,-0.236572006
CW,ACMI,0.086065574,-1.045757491
KL,HEVI,0.086021505,-0.236572006
CW,ERUM,0.085106383,0.334453751
BU,HEVI,0.084756494,-0.236572006
CN,HEVI,0.084284284,-0.236572006
BF,POGL,0.083333333,-1
BM,LOTR,0.083333333,0.562292864
BU,HEVI,0.082857143,-0.236572006
BF,ACMI,0.081967213,-1.045757491
BN,ACMI,0.081967213,-1.045757491
CN,LOTR,0.081632653,0.562292864
BM,LOTR,0.080291971,0.562292864
CW,BASA,0.08,0.920645001
BN,HEVI,0.077777778,-0.236572006
CW,HEVI,0.076271186,-0.236572006
CW,BASA,0.075757576,0.920645001
CN,HEVI,0.075048733,-0.236572006
NH,BASA,0.075,0.920645001
CW,GETR,0.074626866,-0.113509275
BN,LUSE,0.074074074,1.32056168
DR,GETR,0.074074074,-0.113509275
BF,GETR,0.074074074,-0.113509275
KL,HEVI,0.073684211,-0.236572006
KL,ERUM,0.073170732,0.334453751
BN,ERUM,0.073170732,0.334453751
